rank,company,ticker,cik,fiscal_year,executive_name,title,salary,bonus,stock_awards,option_awards,non_equity_incentive,pension_change,other_comp,total_comp
24,Elevance Health Inc.,ELV,0001156039,2024,Gail BoudreauxPresident and Chief Executive Officer (CEO),,0.00,"1,600,000.00",0.00,0.00,0.00,"12,600,032.00",0.00,"4,199,989.00"
24,Elevance Health Inc.,ELV,0001156039,2023,Gail BoudreauxPresident and Chief Executive Officer (CEO),,0.00,"1,600,000.00",0.00,0.00,0.00,"11,850,043.00",0.00,"3,950,036.00"
24,Elevance Health Inc.,ELV,0001156039,2022,Gail BoudreauxPresident and Chief Executive Officer (CEO),,0.00,"1,600,000.00",0.00,0.00,0.00,"11,100,128.00",0.00,"3,699,929.00"
24,Elevance Health Inc.,ELV,0001156039,2024,Mark KayeEVP and Chief Financial Officer (CFO),,0.00,"900,000.00",0.00,0.00,0.00,"4,125,144.00",0.00,"1,374,953.00"
24,Elevance Health Inc.,ELV,0001156039,2023,Mark KayeEVP and Chief Financial Officer (CFO),,0.00,"252,692.00",0.00,"2,500,000.00",0.00,"10,775,411.00",0.00,"924,613.00"
24,Elevance Health Inc.,ELV,0001156039,2024,"Peter HaytaianEVP and President, Carelon and CarelonRx",,0.00,"950,000.00",0.00,0.00,0.00,"3,600,081.00",0.00,"1,199,997.00"
24,Elevance Health Inc.,ELV,0001156039,2023,"Peter HaytaianEVP and President, Carelon and CarelonRx",,0.00,"944,231.00",0.00,0.00,0.00,"3,225,051.00",0.00,"1,074,976.00"
24,Elevance Health Inc.,ELV,0001156039,2022,"Peter HaytaianEVP and President, Carelon and CarelonRx",,0.00,"919,231.00",0.00,0.00,0.00,"3,000,218.00",0.00,"999,871.00"
24,Elevance Health Inc.,ELV,0001156039,2024,"Felicia NorwoodEVP and President,Government Health Benefits",,0.00,"950,000.00",0.00,0.00,0.00,"3,600,081.00",0.00,"1,199,997.00"
24,Elevance Health Inc.,ELV,0001156039,2023,"Felicia NorwoodEVP and President,Government Health Benefits",,0.00,"944,231.00",0.00,0.00,0.00,"3,225,051.00",0.00,"1,074,976.00"
24,Elevance Health Inc.,ELV,0001156039,2022,"Felicia NorwoodEVP and President,Government Health Benefits",,0.00,"919,231.00",0.00,0.00,0.00,"3,000,218.00",0.00,"999,871.00"
24,Elevance Health Inc.,ELV,0001156039,2024,"Morgan Kendrick EVP and President, Commercial and Specialty Health Benefits",,0.00,"850,000.00",0.00,0.00,0.00,"3,225,249.00",0.00,"1,074,825.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Hans Vestberg,Chairman and Chief Executive Officer,"1,500,000.00",0.00,"18,000,033.00",0.00,"3,862,500.00",0.00,"797,491.00","24,160,024.00"
25,Verizon Communications Inc.,VZ,0000732712,2023,Hans Vestberg,Chairman and Chief Executive Officer,"1,500,000.00",0.00,"18,000,042.00",0.00,"4,087,500.00",0.00,"541,775.00","24,129,317.00"
25,Verizon Communications Inc.,VZ,0000732712,2022,Hans Vestberg,Chairman and Chief Executive Officer,"1,500,000.00",0.00,"14,500,057.00",0.00,"3,262,500.00",0.00,"570,193.00","19,832,750.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Anthony Skiadas,Executive Vice President and Chief Financial Officer,"1,000,000.00",0.00,"8,500,049.00",0.00,"1,545,000.00",0.00,"205,005.00","11,250,054.00"
25,Verizon Communications Inc.,VZ,0000732712,2023,Anthony Skiadas,Executive Vice President and Chief Financial Officer,"741,667.00",0.00,"7,000,069.00",0.00,"1,076,375.00",0.00,"113,202.00","8,931,313.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Anthony Skiadas,Executive Vice President and Chief Financial Officer,"1,200,000.00",0.00,"10,000,032.00",0.00,"1,854,000.00",0.00,"221,783.00","13,275,815.00"
25,Verizon Communications Inc.,VZ,0000732712,2023,Anthony Skiadas,Executive Vice President and Chief Financial Officer,"1,016,667.00",0.00,"8,500,049.00",0.00,"1,716,750.00",0.00,"146,496.00","11,379,962.00"
25,Verizon Communications Inc.,VZ,0000732712,2022,Anthony Skiadas,Executive Vice President and Chief Financial Officer,"779,808.00",0.00,"7,000,050.00",0.00,"838,463.00",0.00,"135,805.00","8,754,126.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Kyle Malady,Executive Vice President and Group CEO – Verizon Business,"1,100,000.00",0.00,"9,250,020.00",0.00,"1,699,500.00","1,047.00","249,610.00","12,300,177.00"
25,Verizon Communications Inc.,VZ,0000732712,2023,Kyle Malady,Executive Vice President and Group CEO – Verizon Business,"983,333.00",0.00,"8,000,027.00",0.00,"1,635,000.00","2,959.00","188,884.00","10,810,203.00"
25,Verizon Communications Inc.,VZ,0000732712,2022,Kyle Malady,Executive Vice President and Group CEO – Verizon Business,"900,000.00",0.00,"6,500,051.00",0.00,"1,174,500.00",0.00,"196,565.00","8,771,116.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Vandana Venkatesh,Executive Vice President – Public Policy and Chief Legal,"700,000.00",0.00,"4,500,068.00",0.00,"1,081,500.00","3,973.00","149,593.00","6,435,134.00"
25,Verizon Communications Inc.,VZ,0000732712,2024,Craig Silliman,Former Executive Vice President and President – Verizon,"925,000.00",0.00,"7,750,037.00",0.00,"1,429,125.00",0.00,"5,018,745.00","15,122,907.00"
25,Verizon Communications Inc.,VZ,0000732712,2023,Craig Silliman,Former Executive Vice President and President – Verizon,"900,000.00",0.00,"7,500,021.00",0.00,"1,471,500.00",633.00,"172,028.00","10,044,182.00"
25,Verizon Communications Inc.,VZ,0000732712,2022,Craig Silliman,Former Executive Vice President and President – Verizon,"850,000.00",0.00,"6,500,098.00",0.00,"1,109,250.00",0.00,"175,149.00","8,634,497.00"
26,AT&T Inc.,T,0000732717,2024,J. STANKEY CEO,,"2,400,000.00",0.00,"16,499,998.00",0.00,"5,992,000.00","1,205,340.00","313,507.00","26,410,845.00"
26,AT&T Inc.,T,0000732717,2023,J. STANKEY CEO,,"2,400,000.00",0.00,"16,500,000.00",0.00,"6,440,000.00","750,966.00","359,191.00","26,450,157.00"
26,AT&T Inc.,T,0000732717,2022,J. STANKEY CEO,,"2,400,000.00",0.00,"13,499,988.00",0.00,"5,320,000.00","1,264,319.00","431,219.00","22,915,526.00"
26,AT&T Inc.,T,0000732717,2024,P. DESROCHES Sr. Exec. Vice Pres. & CFO,,"1,250,000.00",0.00,"10,499,992.00",0.00,"2,942,500.00",0.00,"784,627.00","15,477,119.00"
26,AT&T Inc.,T,0000732717,2023,P. DESROCHES Sr. Exec. Vice Pres. & CFO,,"1,250,000.00",0.00,"7,500,000.00",0.00,"3,162,500.00","34,220.00","713,321.00","12,660,041.00"
26,AT&T Inc.,T,0000732717,2022,P. DESROCHES Sr. Exec. Vice Pres. & CFO,,"1,250,000.00",0.00,"7,499,993.00",0.00,"2,612,500.00",0.00,"390,014.00","11,752,507.00"
26,AT&T Inc.,T,0000732717,2024,L. LEE GMO & Sr. Exec. Vice Pres. HR & International,,"750,000.00",0.00,"7,124,998.00",0.00,"1,444,500.00","322,312.00","248,093.00","9,889,903.00"
26,AT&T Inc.,T,0000732717,2023,L. LEE GMO & Sr. Exec. Vice Pres. HR & International,,"750,000.00","250,000.00","5,125,020.00",0.00,"1,552,500.00",0.00,"159,739.00","7,837,259.00"
26,AT&T Inc.,T,0000732717,2022,L. LEE GMO & Sr. Exec. Vice Pres. HR & International,,"750,000.00",0.00,"5,525,000.00",0.00,"1,282,500.00","1,989,542.00","199,363.00","9,746,405.00"
26,AT&T Inc.,T,0000732717,2024,D. MCATEE Sr. Exec. Vice Pres. & General Counsel,,"1,300,000.00",0.00,"9,000,006.00",0.00,"2,889,000.00","197,076.00","251,189.00","13,637,271.00"
26,AT&T Inc.,T,0000732717,2023,D. MCATEE Sr. Exec. Vice Pres. & General Counsel,,"1,300,000.00",0.00,"7,000,000.00",0.00,"3,105,000.00","315,467.00","671,096.00","12,391,563.00"
26,AT&T Inc.,T,0000732717,2022,D. MCATEE Sr. Exec. Vice Pres. & General Counsel,,"1,300,000.00",0.00,"6,850,008.00",0.00,"2,232,500.00",0.00,"912,807.00","11,295,315.00"
26,AT&T Inc.,T,0000732717,2024,J. MCELFRESH Chief Operating Officer,,"1,250,000.00",0.00,"10,999,999.00",0.00,"2,942,500.00","262,347.00","165,759.00","15,620,605.00"
26,AT&T Inc.,T,0000732717,2023,J. MCELFRESH Chief Operating Officer,,"1,208,333.00",0.00,"9,000,000.00",0.00,"3,162,500.00","239,520.00","219,303.00","13,829,656.00"
26,AT&T Inc.,T,0000732717,2022,J. MCELFRESH Chief Operating Officer,,"1,000,000.00",0.00,"9,999,983.00",0.00,"1,900,000.00","129,818.00","282,845.00","13,312,646.00"
27,Centene Corp.,CNC,0001071739,2024,Sarah M. London,,"1,400,000.00",0.00,0.00,"14,630,132.00",0.00,"4,289,125.00","282,891.00","20,602,148.00"
27,Centene Corp.,CNC,0001071739,2023,Chief Executive Officer,,"1,400,000.00",0.00,0.00,0.00,"13,573,031.00",0.00,0.00,"3,298,600.00"
27,Centene Corp.,CNC,0001071739,2022,Chief Executive Officer,,"1,359,038.00",0.00,0.00,0.00,"7,624,974.00",0.00,0.00,"4,041,866.00"
27,Centene Corp.,CNC,0001071739,2024,Andrew L. Asher,,"1,025,000.00",0.00,0.00,0.00,"7,179,353.00",0.00,0.00,"2,779,925.00"
27,Centene Corp.,CNC,0001071739,2023,Chief Financial Officer,,"1,025,000.00",0.00,0.00,0.00,"6,539,668.00",0.00,0.00,"2,320,263.00"
27,Centene Corp.,CNC,0001071739,2022,Chief Financial Officer,,"1,007,115.00",0.00,0.00,0.00,"5,999,942.00",0.00,0.00,"2,687,777.00"
27,Centene Corp.,CNC,0001071739,2024,Kenneth J. Fasola,,"1,100,000.00",0.00,0.00,0.00,"6,229,423.00",0.00,0.00,"1,598,000.00"
27,Centene Corp.,CNC,0001071739,2023,Former President/Strategic Advisor,,"1,096,154.00",0.00,"1,000,000.00",0.00,"5,947,556.00",0.00,0.00,"2,454,356.00"
27,Centene Corp.,CNC,0001071739,2022,Former President/Strategic Advisor,,"997,519.00",0.00,0.00,0.00,"7,199,984.00",0.00,0.00,"1,745,658.00"
27,Centene Corp.,CNC,0001071739,2024,Christopher A. Koster,,"750,000.00",0.00,0.00,0.00,"2,920,884.00",0.00,0.00,"1,352,250.00"
27,Centene Corp.,CNC,0001071739,2023,Secretary and General Counsel,,"750,000.00",0.00,0.00,0.00,"2,591,281.00",0.00,0.00,"1,424,100.00"
27,Centene Corp.,CNC,0001071739,2022,Secretary and General Counsel,,"747,115.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,627,452.00"
27,Centene Corp.,CNC,0001071739,2024,Susan R. Smith,,"696,154.00",0.00,0.00,0.00,"1,654,307.00",0.00,0.00,"1,099,923.00"
28,Meta Platforms Inc.,META,0001326801,2024,Mark Zuckerberg,,1.00,0.00,0.00,0.00,0.00,0.00,"272,198,734.00","27,219,874.00"
28,Meta Platforms Inc.,META,0001326801,2023,Chief Executive Officer,,1.00,0.00,0.00,0.00,0.00,0.00,"243,999,674.00","24,399,968.00"
28,Meta Platforms Inc.,META,0001326801,2022,Chief Executive Officer,,1.00,0.00,0.00,0.00,0.00,0.00,"271,104,174.00","27,110,418.00"
28,Meta Platforms Inc.,META,0001326801,2024,Susan Li,,"946,731.00",0.00,"877,826.00",0.00,"21,671,642.00",0.00,"1,242,895.00","23,620,488.00"
28,Meta Platforms Inc.,META,0001326801,2023,Chief Financial Officer,,"871,154.00",0.00,"980,049.00",0.00,"21,493,046.00",0.00,"1,119,585.00","23,456,207.00"
28,Meta Platforms Inc.,META,0001326801,2022,Chief Financial Officer,,"722,338.00",0.00,"575,613.00",0.00,"13,882,838.00",0.00,"286,985.00","15,209,487.00"
28,Meta Platforms Inc.,META,0001326801,2024,Christopher K. Cox,,"996,289.00",0.00,"923,799.00",0.00,"21,671,642.00",0.00,"175,896.00","23,609,319.00"
28,Meta Platforms Inc.,META,0001326801,2023,Chief Product Officer,,"936,346.00",0.00,"1,053,392.00",0.00,"21,493,046.00",0.00,"241,756.00","23,506,959.00"
28,Meta Platforms Inc.,META,0001326801,2022,Chief Product Officer,,"893,846.00",0.00,"940,214.00",0.00,"18,510,451.00",0.00,"22,467,936.00","22,591,304.00"
28,Meta Platforms Inc.,META,0001326801,2024,Javier Olivan,,"10,829,797.00",0.00,"10,152,937.00",0.00,"21,671,642.00",0.00,"173,677,078.00","25,506,684.00"
28,Meta Platforms Inc.,META,0001326801,2023,Chief Operating Officer,,"11,042,347.00",0.00,"12,385,687.00",0.00,"21,493,046.00",0.00,"172,264,078.00","25,558,488.00"
28,Meta Platforms Inc.,META,0001326801,2022,Chief Operating Officer,,"987,046.00",0.00,"786,552.00",0.00,"18,510,451.00",0.00,"9,831,158.00","21,267,164.00"
28,Meta Platforms Inc.,META,0001326801,2024,Andrew Bosworth,,"985,385.00",0.00,"923,799.00",0.00,"21,671,642.00",0.00,"140,009.00","23,594,826.00"
28,Meta Platforms Inc.,META,0001326801,2023,Chief Technology Officer,,"936,346.00",0.00,"1,053,392.00",0.00,"21,493,046.00",0.00,"112,509.00","23,494,034.00"
28,Meta Platforms Inc.,META,0001326801,2022,Chief Technology Officer,,"896,738.00",0.00,"714,588.00",0.00,"18,510,451.00",0.00,"1,401,019.00","20,261,878.00"
29,Comcast Corp.,CMCSA,0001166691,2024,Brian L. Roberts,Chairman of the Board & Chief Executive Officer,"2,500,001.00",0.00,"17,911,098.00",0.00,"5,750,038.00",0.00,"7,500,002.00","200,483.00"
29,Comcast Corp.,CMCSA,0001166691,2023,Brian L. Roberts,Chairman of the Board & Chief Executive Officer,"2,500,000.00",0.00,"15,024,591.00",0.00,"9,200,027.00",0.00,"8,550,000.00","199,049.00"
29,Comcast Corp.,CMCSA,0001166691,2022,Brian L. Roberts,Chairman of the Board & Chief Executive Officer,"2,500,000.00",0.00,"13,383,702.00",0.00,"8,480,021.00",0.00,"7,500,000.00","206,127.00"
29,Comcast Corp.,CMCSA,0001166691,2024,Michael J. Cavanagh,President,"2,500,001.00",0.00,"13,627,970.00",0.00,"4,375,032.00",0.00,"7,500,002.00","255,162.00"
29,Comcast Corp.,CMCSA,0001166691,2023,Michael J. Cavanagh,President,"2,463,846.00",0.00,"11,431,801.00",0.00,"7,000,032.00",0.00,"8,426,353.00","258,030.00"
29,Comcast Corp.,CMCSA,0001166691,2022,Michael J. Cavanagh,President,"2,300,000.00",0.00,"9,974,568.00",0.00,"21,120,030.00",0.00,"6,900,000.00","187,124.00"
29,Comcast Corp.,CMCSA,0001166691,2024,Jason S. Armstrong,Chief Financial Officer,"1,996,154.00",0.00,"6,619,338.00",0.00,"2,125,001.00",0.00,"4,351,616.00","10,000.00"
29,Comcast Corp.,CMCSA,0001166691,2023,Jason S. Armstrong,Chief Financial Officer,"1,789,615.00",0.00,"3,266,371.00",0.00,"2,000,033.00",0.00,"4,528,767.00","10,000.00"
29,Comcast Corp.,CMCSA,0001166691,2024,Thomas J. Reid,Chief Legal Officer and Secretary,"1,898,079.00",0.00,"5,334,578.00",0.00,"1,712,518.00",0.00,"5,172,264.00","10,000.00"
29,Comcast Corp.,CMCSA,0001166691,2023,Thomas J. Reid,Chief Legal Officer and Secretary,"1,800,080.00",0.00,"3,266,371.00",0.00,"2,000,033.00",0.00,"4,104,182.00","10,000.00"
29,Comcast Corp.,CMCSA,0001166691,2024,Jennifer Khoury,Chief Communications Officer,"1,500,000.00",0.00,"1,168,328.00",0.00,"375,045.00",0.00,"2,452,500.00","10,000.00"
29,Comcast Corp.,CMCSA,0001166691,2023,Jennifer Khoury,Chief Communications Officer,"1,494,231.00",0.00,"980,051.00",0.00,"600,010.00",0.00,"2,555,135.00","10,000.00"
30,Valero Energy Corp.,VLO,0001035002,2024,"R. Lane Riggs,Chairman of theBoard, Chief ExecutiveOfficer and President",,"1,650,000.00",0.00,"10,820,463.00",0.00,"3,710,520.00",0.00,"5,917,094.00","314,215.00"
30,Valero Energy Corp.,VLO,0001035002,2023,"R. Lane Riggs,Chairman of theBoard, Chief ExecutiveOfficer and President",,"1,250,000.00",0.00,"8,635,908.00",0.00,"3,352,046.00",0.00,"6,723,177.00","179,801.00"
30,Valero Energy Corp.,VLO,0001035002,2022,"R. Lane Riggs,Chairman of theBoard, Chief ExecutiveOfficer and President",,"1,015,000.00",0.00,"5,044,102.00",0.00,"2,233,000.00",0.00,0.00,"130,714.00"
30,Valero Energy Corp.,VLO,0001035002,2024,"Jason W. Fraser,EVP and ChiefFinancial Officer",,"957,375.00",0.00,"4,791,778.00",0.00,"1,345,591.00",0.00,"528,398.00","103,711.00"
30,Valero Energy Corp.,VLO,0001035002,2023,"Jason W. Fraser,EVP and ChiefFinancial Officer",,"925,000.00",0.00,"5,294,801.00",0.00,"1,790,985.00",0.00,"2,430,036.00","168,900.00"
30,Valero Energy Corp.,VLO,0001035002,2022,"Jason W. Fraser,EVP and ChiefFinancial Officer",,"875,000.00",0.00,"3,711,181.00",0.00,"1,750,000.00",0.00,0.00,"112,389.00"
30,Valero Energy Corp.,VLO,0001035002,2024,"Gary K. Simmons,EVP and ChiefOperating Officer",,"931,500.00",0.00,"4,171,238.00",0.00,"1,309,223.00",0.00,"1,478,054.00","153,917.00"
30,Valero Energy Corp.,VLO,0001035002,2023,"Gary K. Simmons,EVP and ChiefOperating Officer",,"818,333.00",0.00,"3,842,061.00",0.00,"1,599,785.00",0.00,"4,365,732.00","129,908.00"
30,Valero Energy Corp.,VLO,0001035002,2022,"Gary K. Simmons,EVP and ChiefOperating Officer",,"725,000.00",0.00,"2,530,639.00",0.00,"1,450,000.00",0.00,0.00,"133,480.00"
30,Valero Energy Corp.,VLO,0001035002,2024,"Richard J. Walsh,EVP and GeneralCounsel",,"770,000.00",0.00,"2,196,693.00",0.00,"919,900.00",0.00,"856,773.00","134,151.00"
30,Valero Energy Corp.,VLO,0001035002,2023,"Richard J. Walsh,EVP and GeneralCounsel",,"675,000.00",0.00,"2,191,857.00",0.00,"1,110,895.00",0.00,"1,838,871.00","99,666.00"
30,Valero Energy Corp.,VLO,0001035002,2024,"Eric A. Fisher,SVP Product Supply,Trading andWholesale",,"698,625.00",0.00,"2,029,759.00",0.00,"834,630.00",0.00,"418,962.00","116,691.00"
31,Target Corp.,TGT,0000027419,2024,Brian C. CornellChair & ChiefExecutive Officer,,"1,400,000.00",0.00,"785,400.00",0.00,"16,087,492.00",0.00,"1,538,320.00",0.00
31,Target Corp.,TGT,0000027419,2023,"$1,400,000",,"1,400,000.00",0.00,"831,600.00",0.00,"14,720,515.00",0.00,"1,782,200.00",0.00
31,Target Corp.,TGT,0000027419,2022,"$1,400,000",,"1,400,000.00",0.00,"693,000.00",0.00,"14,476,318.00",0.00,"450,240.00",0.00
31,Target Corp.,TGT,0000027419,2024,Jim LeeEVP & Chief Financial Officer,,"310,577.00",0.00,"2,287,117.00",0.00,"8,527,406.00",0.00,"170,631.00",0.00
31,Target Corp.,TGT,0000027419,2024,Michael J. FiddelkeEVP & ChiefOperating Officer and Former Chief Financial Officer,,"900,000.00",0.00,"252,450.00",0.00,"4,942,063.00",0.00,"494,460.00","17,524.00"
31,Target Corp.,TGT,0000027419,2023,"$771,226",,"771,226.00",0.00,"229,054.00",0.00,"3,259,800.00",0.00,"490,886.00","16,433.00"
31,Target Corp.,TGT,0000027419,2022,"$746,027",,"746,027.00",0.00,"184,673.00",0.00,"3,102,051.00",0.00,"119,982.00","14,843.00"
31,Target Corp.,TGT,0000027419,2024,Amy TuEVP & Chief Legal & Compliance Officer,,"364,904.00",0.00,"2,652,356.00",0.00,"7,154,576.00",0.00,"200,478.00",0.00
31,Target Corp.,TGT,0000027419,2024,A. Christina HenningtonEVP & Chief Strategy & Growth Officer,,"767,308.00",0.00,"215,230.00",0.00,"2,996,794.00",0.00,"421,559.00","18,416.00"
31,Target Corp.,TGT,0000027419,2023,"$725,000",,"725,000.00",0.00,"215,325.00",0.00,"2,786,606.00",0.00,"461,463.00","13,140.00"
31,Target Corp.,TGT,0000027419,2022,"$717,055",,"717,055.00",0.00,"177,534.00",0.00,"2,533,360.00",0.00,"115,343.00","15,475.00"
31,Target Corp.,TGT,0000027419,2024,Richard H. GomezEVP & Chief Commercial Officer,,"764,423.00",0.00,"214,421.00",0.00,"2,628,759.00",0.00,"419,974.00",0.00
33,Dell Technologies Inc.,DELL,0001571996,2025,Michael S. Dell Chairman and Chief Executive Officer,,"950,000.00",0.00,0.00,0.00,"2,090,000.00",0.00,"52,256.00","3,092,256.00"
33,Dell Technologies Inc.,DELL,0001571996,2024,Michael S. Dell Chairman and Chief Executive Officer,,"950,000.00",0.00,0.00,0.00,"2,033,000.00",0.00,"47,405.00","3,030,405.00"
33,Dell Technologies Inc.,DELL,0001571996,2023,Michael S. Dell Chairman and Chief Executive Officer,,"986,538.00",0.00,0.00,0.00,"1,795,500.00",0.00,"27,314.00","2,809,352.00"
33,Dell Technologies Inc.,DELL,0001571996,2025,Yvonne McGill Chief Financial Officer,,"692,308.00",0.00,"5,611,716.00",0.00,"837,693.00",0.00,"54,882.00","7,196,599.00"
33,Dell Technologies Inc.,DELL,0001571996,2024,Yvonne McGill Chief Financial Officer,,"583,970.00",0.00,"5,464,532.00",0.00,"580,650.00",0.00,"47,479.00","6,676,631.00"
33,Dell Technologies Inc.,DELL,0001571996,2025,Jeffrey W. Clarke Chief Operating Officer and Vice Chairman,,"1,096,974.00",0.00,"21,526,384.00",0.00,"2,262,509.00",0.00,"216,415.00","25,102,282.00"
33,Dell Technologies Inc.,DELL,0001571996,2024,Jeffrey W. Clarke Chief Operating Officer and Vice Chairman,,"1,025,820.00",0.00,"23,034,304.00",0.00,"2,140,373.00",0.00,"47,063.00","26,247,560.00"
33,Dell Technologies Inc.,DELL,0001571996,2023,Jeffrey W. Clarke Chief Operating Officer and Vice Chairman,,"1,013,195.00",0.00,"14,345,465.00",0.00,"1,797,914.00",0.00,"42,332.00","17,198,906.00"
33,Dell Technologies Inc.,DELL,0001571996,2025,Richard J. Rothberg General Counsel,,"780,404.00",0.00,"9,663,410.00",0.00,"944,289.00",0.00,"57,316.00","11,445,419.00"
33,Dell Technologies Inc.,DELL,0001571996,2024,Richard J. Rothberg General Counsel,,"749,635.00",0.00,"5,262,949.00",0.00,"882,320.00",0.00,"62,062.00","6,956,966.00"
33,Dell Technologies Inc.,DELL,0001571996,2025,"William F. Scannell President, Global Sales and Customer Operations",,"933,847.00",0.00,"11,154,063.00",0.00,"924,509.00",0.00,"85,283.00","13,097,702.00"
33,Dell Technologies Inc.,DELL,0001571996,2024,"William F. Scannell President, Global Sales and Customer Operations",,"892,308.00",0.00,"7,438,194.00",0.00,"1,145,724.00",0.00,"100,588.00","9,576,814.00"
33,Dell Technologies Inc.,DELL,0001571996,2023,"William F. Scannell President, Global Sales and Customer Operations",,"873,077.00",0.00,"8,616,552.00",0.00,"993,125.00",0.00,"65,182.00","10,547,936.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,Carol ToméChief ExecutiveOfficer,,"1,509,713.00",0.00,"18,283,138.00","1,358,768.00","2,747,677.00",0.00,"164,681.00","24,063,977.00"
34,United Parcel Service Inc.,UPS,0001090727,2023,Carol ToméChief ExecutiveOfficer,,"1,509,713.00",0.00,"18,916,192.00","1,358,762.00","1,509,713.00",0.00,"95,671.00","23,390,051.00"
34,United Parcel Service Inc.,UPS,0001090727,2022,Carol ToméChief ExecutiveOfficer,,"1,466,250.00",0.00,"15,046,968.00","1,228,547.00","1,035,932.00",0.00,"187,504.00","18,965,201.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,Brian DykesChief FinancialOfficer,,"619,553.00",0.00,"2,500,130.00","103,515.00","758,713.00",0.00,"117,856.00","4,099,767.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,Brian NewmanFormer ChiefFinancial Officer,,"349,052.00",0.00,"4,708,740.00","418,893.00","438,340.00",0.00,"1,900,756.00","7,815,781.00"
34,United Parcel Service Inc.,UPS,0001090727,2023,Brian NewmanFormer ChiefFinancial Officer,,"831,626.00",0.00,"5,551,095.00","406,692.00","481,692.00",0.00,"70,965.00","7,342,070.00"
34,United Parcel Service Inc.,UPS,0001090727,2022,Brian NewmanFormer ChiefFinancial Officer,,"784,377.00",0.00,"5,563,543.00","382,755.00","364,363.00",0.00,"94,203.00","7,189,241.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,Nando CesaronePresident U.S. andUPS Airline,,"867,501.00",0.00,"3,901,807.00","424,211.00","914,499.00",0.00,"119,314.00","6,227,332.00"
34,United Parcel Service Inc.,UPS,0001090727,2023,Nando CesaronePresident U.S. andUPS Airline,,"840,254.00",0.00,"4,686,065.00","407,924.00","487,837.00",0.00,"99,161.00","6,521,241.00"
34,United Parcel Service Inc.,UPS,0001090727,2022,Nando CesaronePresident U.S. andUPS Airline,,"768,042.00",0.00,"4,348,893.00","351,117.00","364,278.00",0.00,"107,812.00","5,940,142.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,"Kate GutmannPresidentInternational,Healthcare andSupply ChainSolutions",,"867,501.00",0.00,"3,901,807.00","424,211.00","914,499.00",0.00,"148,472.00","6,256,490.00"
34,United Parcel Service Inc.,UPS,0001090727,2023,"Kate GutmannPresidentInternational,Healthcare andSupply ChainSolutions",,"840,254.00",0.00,"4,686,065.00","407,924.00","487,837.00","3,786,483.00","152,958.00","10,361,521.00"
34,United Parcel Service Inc.,UPS,0001090727,2022,"Kate GutmannPresidentInternational,Healthcare andSupply ChainSolutions",,"781,197.00",0.00,"4,674,444.00","377,426.00","364,278.00",0.00,"20,676.00","6,218,021.00"
34,United Parcel Service Inc.,UPS,0001090727,2024,Bala SubramanianChief Digital andTechnology Officer,,"790,556.00","250,000.00","3,555,753.00","386,601.00","833,385.00",0.00,"79,671.00","5,895,966.00"
34,United Parcel Service Inc.,UPS,0001090727,2023,Bala SubramanianChief Digital andTechnology Officer,,"766,622.00","500,000.00","4,139,164.00","373,540.00","444,566.00",0.00,"76,370.00","6,300,262.00"
34,United Parcel Service Inc.,UPS,0001090727,2022,Bala SubramanianChief Digital andTechnology Officer,,"330,853.00","250,000.00","6,928,392.00",0.00,0.00,0.00,932.00,"7,510,177.00"
36,Lowe's Companies Inc.,LOW,0000060667,2024,"Marvin R. Ellison Chairman, President and Chief Executive Officer",,"1,494,231.00",0.00,0.00,0.00,"11,975,052.00",0.00,"3,750,291.00","2,935,865.00"
36,Lowe's Companies Inc.,LOW,0000060667,2023,"Marvin R. Ellison Chairman, President and Chief Executive Officer",,"1,450,000.00",0.00,0.00,0.00,"11,193,496.00",0.00,"3,591,228.00","1,826,130.00"
36,Lowe's Companies Inc.,LOW,0000060667,2022,"Marvin R. Ellison Chairman, President and Chief Executive Officer",,"1,450,000.00",0.00,0.00,0.00,"9,172,764.00",0.00,"3,099,490.00","3,707,360.00"
36,Lowe's Companies Inc.,LOW,0000060667,2024,"Brandon J. Sink Executive Vice President, Chief Financial Officer",,"759,304.00",0.00,0.00,0.00,"2,745,473.00",0.00,"859,805.00","745,940.00"
36,Lowe's Companies Inc.,LOW,0000060667,2023,"Brandon J. Sink Executive Vice President, Chief Financial Officer",,"718,577.00",0.00,0.00,0.00,"2,505,076.00",0.00,"803,703.00","452,488.00"
36,Lowe's Companies Inc.,LOW,0000060667,2022,"Brandon J. Sink Executive Vice President, Chief Financial Officer",,"620,868.00",0.00,0.00,0.00,"1,329,324.00",0.00,"1,119,902.00","764,133.00"
36,Lowe's Companies Inc.,LOW,0000060667,2024,"Joseph M. McFarland III Executive Vice President, Stores",,"875,815.00",0.00,0.00,0.00,"3,504,080.00",0.00,"1,097,388.00","860,401.00"
